ent,eda,factorExpansion,sex,n_asi_por
6,13,34,1,1
6,15,28,1,1
6,15,30,1,1
6,17,30,1,1
6,12,31,1,1
6,15,31,2,1
6,12,31,1,1
6,14,31,1,7
6,13,31,1,1
6,14,36,1,1
6,15,27,1,1
6,16,36,1,1
6,15,38,2,1
6,12,38,2,1
6,15,40,1,1
6,15,38,2,1
6,17,38,2,3
6,16,36,2,1
6,13,36,2,1
6,13,34,2,1
6,12,36,1,1
6,14,29,1,1
6,13,44,2,1
6,12,29,1,1
6,13,42,1,1
6,16,29,1,1
6,13,29,2,1
6,15,30,2,1
6,13,30,1,1
6,16,36,2,3
6,13,36,2,1
6,15,33,1,1
6,13,33,2,1
6,14,33,2,1
6,12,33,2,1
6,13,33,2,1
6,15,83,1,1
6,13,83,1,1
6,16,29,1,1
6,14,29,1,1
6,15,35,1,1
6,13,38,2,1
6,16,38,2,1
6,16,38,2,1
6,13,29,1,1
6,12,36,2,1
6,17,53,2,1
6,15,36,2,1
6,16,53,2,1
6,13,53,2,1
6,16,36,1,1
6,13,36,2,1
6,16,27,2,1
6,17,53,2,1
6,12,53,1,1
6,17,28,2,1
6,14,28,2,1
6,17,30,2,1
6,16,40,1,1
6,12,40,1,1
6,12,51,1,1
6,12,26,1,1
6,12,26,1,1
6,17,44,1,1
6,14,36,1,1
6,17,44,1,1
6,15,44,2,1
6,12,28,2,1
6,14,44,2,1
6,14,27,2,5
6,16,40,2,1
6,15,55,2,1
6,14,55,2,1
6,13,55,2,1
6,14,36,2,1
6,13,36,2,1
6,15,36,1,1
6,14,36,2,1
6,15,36,1,1
6,17,52,2,1
6,16,36,2,1
6,14,36,2,1
6,12,41,2,1
6,17,36,2,4
6,14,36,1,1
6,16,36,2,1
6,15,27,2,3
6,17,41,1,1
6,16,39,2,1
6,15,41,1,4
6,13,41,2,1
6,13,39,2,1
6,17,41,2,1
6,16,34,1,1
6,12,31,2,1
6,15,39,2,1
6,13,34,2,1
6,13,39,2,1
6,16,36,1,1
6,15,36,2,1
6,14,36,2,1
6,17,30,2,1
6,15,36,2,1
6,14,38,2,1
6,12,38,2,1
6,12,38,2,1
6,13,27,2,1
17,15,128,1,1
17,15,148,1,1
17,17,117,2,3
17,15,128,2,1
17,17,128,1,3
17,17,128,1,3
17,16,129,1,1
17,17,103,1,1
17,13,103,1,1
17,17,103,2,3
17,17,104,1,3
17,13,104,1,1
17,16,104,2,1
17,14,132,2,1
17,16,103,2,1
17,14,103,1,1
17,12,103,1,1
17,17,119,2,1
17,12,109,1,1
17,17,109,2,3
17,15,109,2,1
17,17,109,1,4
17,14,109,1,1
17,13,105,1,1
17,12,109,2,1
17,16,105,1,1
17,15,106,2,1
17,12,106,1,1
17,15,106,2,1
17,13,103,2,1
17,14,106,1,1
17,16,91,2,1
17,16,103,2,1
17,13,103,1,1
17,16,91,1,1
17,16,110,2,1
17,17,87,1,1
17,15,101,2,5
17,13,101,2,3
17,16,101,1,1
17,12,101,2,1
17,17,116,1,1
17,12,102,2,1
17,16,116,2,1
17,12,116,2,1
17,12,102,2,1
17,17,154,2,1
17,13,139,1,1
17,15,139,2,4
17,13,139,1,3
17,15,151,2,4
17,16,104,2,1
17,15,104,2,1
17,12,104,1,1
17,15,104,1,1
17,17,90,2,1
17,14,90,1,1
17,12,128,2,1
17,17,91,2,1
17,14,89,1,1
17,17,115,2,4
17,15,115,2,1
17,13,117,1,1
17,17,116,1,5
17,17,101,1,3
17,16,79,2,6
17,16,101,1,1
17,15,150,1,1
17,17,101,1,3
17,15,96,1,1
17,15,96,2,3
17,15,150,1,1
17,17,150,1,1
17,13,150,1,1
17,12,119,2,1
17,14,109,1,1
17,13,109,1,1
17,15,121,2,1
17,15,109,2,4
17,12,109,1,1
17,17,109,1,3
17,14,109,1,1
17,17,109,2,5
17,14,102,2,1
17,12,96,1,1
17,12,89,2,1
17,16,89,2,1
17,17,147,1,3
17,13,89,1,1
17,12,89,2,1
17,17,89,2,1
17,14,89,1,1
17,15,89,1,1
17,16,105,2,1
17,12,105,1,1
17,16,148,1,1
17,16,148,1,1
17,17,109,2,1
17,13,109,1,1
17,16,109,2,1
17,16,199,1,1
17,12,148,1,1
17,14,199,2,1
17,14,148,2,1
17,15,141,2,1
17,13,141,2,1
17,14,148,1,1
17,13,119,1,1
17,16,89,1,1
17,12,89,1,1
17,16,89,2,1
17,14,89,1,1
17,12,95,1,1
17,16,95,1,1
17,14,121,2,1
17,12,121,1,1
17,17,87,1,1
17,13,119,1,1
17,12,89,1,1
17,16,115,1,3
17,14,115,2,1
17,13,115,1,1
17,15,95,2,1
17,12,95,2,1
17,17,99,2,3
17,13,99,2,1
17,15,100,2,1
17,16,100,1,1
17,17,104,2,3
17,13,104,1,1
17,17,104,2,2
17,12,104,1,1
17,16,93,2,1
17,12,98,1,3
17,15,98,1,4
17,15,112,2,1
17,13,112,1,1
17,14,87,1,1
17,15,112,1,1
17,12,93,1,1
17,12,102,1,1
17,15,114,2,1
17,15,113,1,1
17,13,102,2,1
17,16,97,1,4
17,12,146,1,1
17,17,146,1,7
17,13,120,2,1
17,12,120,1,1
17,17,120,1,1
17,16,114,2,1
17,13,109,2,1
17,17,117,2,1
17,15,117,1,1
17,13,117,2,1
17,14,117,2,1
17,16,109,1,1
17,17,91,1,4
17,15,129,1,1
17,16,91,2,4
17,12,100,1,1
17,16,80,1,7
17,14,80,1,3
17,14,97,1,1
17,13,97,1,3
17,12,129,1,1
17,14,100,1,1
17,14,89,2,1
17,12,89,2,1
17,13,89,2,1
17,14,129,1,1
17,12,129,2,1
17,15,131,2,4
17,14,113,1,1
17,14,113,2,1
17,16,113,1,1
17,17,98,1,5
17,15,124,1,1
17,13,120,1,1
17,14,106,2,1
17,15,89,1,1
17,14,89,1,1
17,16,106,2,1
17,17,106,2,1
17,14,106,2,1
17,14,106,2,1
17,17,98,1,1
17,17,106,1,1
17,14,106,2,1
17,13,106,1,1
17,14,131,1,1
17,14,131,1,1
17,17,75,1,1
17,15,75,2,1
17,17,165,2,1
17,17,90,2,3
17,13,75,2,1
17,16,165,1,3
17,14,165,1,1
17,12,75,1,1
17,17,98,2,5
17,14,124,2,1
17,16,103,1,1
17,14,90,2,1
17,16,52,2,1
17,14,52,1,1
17,13,111,2,1
17,13,103,1,1
17,13,103,1,1
17,14,103,2,1
17,16,103,1,1
17,15,103,1,1
17,12,103,1,1
17,13,103,1,1
17,15,103,1,1
17,16,118,2,1
17,14,118,2,1
17,12,118,1,1
17,17,118,2,3
17,15,89,1,1
17,17,103,2,1
17,15,103,2,1
17,13,103,1,1
17,12,110,2,1
17,15,110,2,5
17,13,110,2,1
17,13,114,1,1
17,16,114,1,1
17,13,114,1,1
17,15,114,2,1
17,12,86,1,1
17,12,85,2,1
17,14,102,2,1
17,16,42,1,1
17,12,42,2,1
17,13,70,2,1
17,15,149,2,7
17,15,149,2,1
17,13,149,2,1
17,12,91,2,1
17,14,91,2,1
17,13,121,2,1
17,15,102,2,1
17,15,91,1,3
17,15,91,2,1
17,12,91,2,1
17,14,42,2,1
17,12,42,2,1
17,14,124,1,1
17,17,124,2,1
17,15,124,1,1
17,13,124,2,1
17,15,99,2,1
17,16,106,2,7
17,14,106,1,1
17,14,100,1,1
17,15,107,2,1
17,14,107,1,1
17,12,107,2,1
17,13,96,2,1
17,13,132,2,1
17,15,124,1,4
17,13,96,1,1
25,13,93,2,1
25,15,93,1,4
25,14,74,2,1
25,17,64,1,1
25,15,64,2,1
25,17,84,2,1
25,13,84,1,1
25,13,84,1,1
25,13,81,2,1
25,15,81,1,1
25,17,73,1,1
25,15,73,2,1
25,12,73,1,1
25,17,86,1,1
25,17,77,1,3
25,13,113,1,1
25,15,113,1,1
25,13,113,1,1
25,14,70,2,1
25,17,70,2,1
25,17,89,2,1
25,12,89,2,1
25,15,83,2,1
25,16,89,1,6
25,14,77,2,1
25,12,77,2,1
25,17,78,2,1
25,15,78,2,1
25,14,78,1,3
25,17,80,2,1
25,14,78,1,1
25,12,73,2,1
25,16,79,1,3
25,17,76,2,1
25,17,78,1,1
25,17,78,2,1
25,13,89,2,1
25,15,94,2,1
25,17,89,1,1
25,15,89,1,1
25,13,87,2,1
25,16,91,1,3
25,12,91,2,1
25,15,91,2,1
25,13,91,2,1
25,14,94,2,1
25,14,66,1,1
25,16,159,1,1
25,13,159,2,1
25,12,159,2,1
25,13,159,1,1
25,17,86,1,1
25,12,86,1,1
25,17,89,2,1
25,13,96,2,1
25,13,89,1,1
25,14,88,1,1
25,12,88,2,1
25,13,78,2,1
25,17,78,2,1
25,14,78,1,1
25,13,78,1,1
25,15,71,1,1
25,17,81,2,1
25,14,71,2,1
25,14,81,2,1
25,15,82,1,1
25,13,82,1,1
25,16,71,1,1
25,14,88,2,1
25,12,73,2,1
25,16,88,1,3
25,16,88,2,1
25,17,88,2,3
25,12,88,1,1
25,15,141,2,1
25,15,141,2,1
25,12,141,1,1
25,16,86,1,1
25,14,94,2,1
25,15,87,2,1
25,17,87,1,1
25,13,87,1,1
25,14,87,2,1
25,16,89,2,1
25,12,89,2,1
25,17,89,2,3
25,16,89,1,3
25,15,89,2,3
25,15,89,1,3
25,12,95,2,1
25,15,95,2,1
25,17,95,1,4
25,14,95,1,1
25,13,89,2,1
25,13,89,2,1
25,17,80,1,1
25,15,94,1,1
25,12,88,2,1
25,15,88,2,1
25,13,86,1,1
25,15,94,2,1
25,17,88,2,1
25,17,88,1,1
25,12,86,1,1
25,17,88,1,1
25,16,72,1,1
25,17,86,2,1
25,16,86,2,1
25,17,72,1,1
25,15,80,1,1
25,13,72,2,1
25,16,77,2,1
25,16,80,2,1
25,16,80,2,1
25,14,80,2,1
25,15,80,1,1
25,15,80,2,1
25,15,77,1,1
25,13,77,2,1
25,12,77,2,1
25,17,82,1,1
25,12,69,1,1
25,16,77,2,1
25,16,77,2,1
25,13,141,2,1
25,14,77,1,1
25,15,80,2,1
25,14,82,2,1
25,12,82,2,1
25,15,141,1,3
25,16,141,1,3
25,16,141,2,3
25,17,80,2,3
25,16,80,2,1
25,12,80,2,1
25,14,74,1,1
25,14,88,1,1
25,12,88,1,1
25,16,77,2,1
25,16,77,2,1
25,16,80,2,1
25,14,77,1,1
25,17,80,2,1
25,16,77,1,1
25,13,80,1,1
25,15,80,2,1
25,14,67,2,1
25,13,74,2,1
25,15,59,1,6
25,14,74,2,1
25,12,74,1,1
25,13,74,1,1
25,12,74,1,1
25,15,89,1,1
25,16,74,1,2
25,14,103,2,1
25,13,74,2,1
25,15,86,1,1
25,12,80,1,1
25,17,80,2,3
25,17,71,2,1
25,14,71,1,1
25,12,71,1,1
25,15,80,2,1
25,15,80,2,1
25,15,80,1,1
25,15,103,1,1
25,17,80,1,3
25,17,74,2,1
25,15,74,2,1
25,15,103,1,1
25,13,86,2,1
25,12,86,1,1
25,17,81,1,3
25,17,85,2,1
25,16,85,2,1
25,14,78,2,1
25,17,80,2,1
25,12,80,2,1
25,17,80,1,1
25,15,76,2,1
25,17,85,2,1
25,13,85,1,1
25,15,85,2,3
25,15,85,1,1
25,12,76,2,1
25,14,80,1,1
25,12,80,1,1
25,13,80,1,1
25,12,80,2,1
25,15,85,1,1
25,15,85,2,1
25,12,85,2,1
25,16,85,2,1
25,17,80,1,1
25,15,150,1,1
25,15,85,1,1
25,13,150,1,6
25,15,77,2,1
25,12,77,2,1
25,15,76,2,1
25,14,76,2,1
25,12,76,1,1
25,15,74,2,1
25,17,71,1,1
25,12,71,1,1
25,12,71,1,1
25,17,71,1,1
25,12,71,1,1
25,16,77,2,5
25,13,73,1,1
25,17,77,2,1
25,16,77,1,1
25,15,82,1,1
25,12,81,1,1
25,13,82,1,1
25,14,82,1,1
25,16,121,2,1
25,15,82,2,1
25,13,121,1,1
25,16,80,2,1
25,15,80,2,1
25,12,80,1,1
25,15,89,2,1
25,16,89,2,1
25,13,89,1,1
25,14,78,1,1
25,14,78,1,1
25,17,78,1,1
25,15,78,2,1
25,13,78,2,1
25,16,106,1,1
25,15,74,1,1
25,15,74,2,1
25,13,121,2,1
25,17,73,2,1
25,16,101,2,4
25,13,101,2,1
25,17,79,1,4
25,13,79,1,1
25,13,79,1,1
25,15,79,1,1
25,14,79,2,1
25,14,73,1,1
25,13,84,2,3
25,13,84,2,1
25,12,84,2,1
25,15,84,2,1
25,17,84,2,1
25,16,84,2,1
25,14,84,1,1
25,13,88,1,1
25,14,82,1,1
25,16,82,1,1
25,13,82,2,1
25,15,86,2,1
25,13,84,2,1
25,17,71,2,1
25,16,113,2,1
25,13,113,1,1
25,15,81,1,1
25,13,90,2,1
25,16,90,2,1
25,13,64,1,1
25,16,64,1,1
25,15,87,2,4
25,16,88,2,1
25,14,80,1,4
25,17,89,2,1
25,12,89,1,1
25,16,89,2,1
25,13,89,1,1
25,12,89,1,1
25,13,71,1,1
25,15,80,2,1
25,12,80,2,1
25,17,96,1,1
25,16,96,1,1
25,14,96,1,1
25,17,96,2,1
25,17,84,2,1
25,13,84,2,1
25,15,77,2,1
25,13,77,2,1
25,17,79,1,6
25,15,79,1,1
25,13,79,2,1
25,16,77,1,1
25,14,79,2,1
25,15,102,2,1
25,16,79,2,1
25,16,135,1,1
25,14,135,2,1
25,17,79,1,1
25,16,79,2,7
25,17,144,1,1
25,13,79,2,1
25,14,84,2,1
25,17,85,2,1
25,14,85,1,1
25,17,85,2,3
25,15,85,2,1
25,13,85,2,1
25,16,86,1,7
25,15,86,1,1
25,17,86,1,1
25,14,86,1,1
25,16,86,1,1
25,16,144,2,1
25,15,81,1,1
25,15,87,2,1
25,15,87,2,1
25,12,87,1,1
15,13,1298,1,1
9,15,925,2,1
9,16,854,2,1
15,17,1298,1,1
15,16,1298,1,1
15,14,1298,2,1
9,17,846,2,1
15,14,1298,2,4
9,16,846,2,1
15,15,1383,2,1
15,13,1298,2,1
9,14,925,1,1
9,17,925,2,7
9,17,925,1,1
9,15,784,1,1
9,12,784,1,1
9,16,854,1,1
9,14,787,2,1
9,13,784,2,1
15,13,1604,1,1
9,12,776,1,1
15,13,1604,1,1
9,13,743,1,1
9,12,743,2,1
15,14,1989,2,1
9,17,1059,2,1
9,12,1059,1,1
9,16,844,1,1
9,14,844,1,1
9,15,729,1,1
9,12,729,2,1
9,12,751,2,1
9,13,679,2,1
15,14,1398,2,1
9,14,1007,1,1
9,15,801,2,1
9,14,801,1,1
15,17,1362,1,4
15,16,1362,1,1
15,15,1989,1,1
9,13,881,1,1
9,12,881,2,1
15,13,1362,2,1
15,14,1319,2,1
15,15,1362,2,3
15,17,1319,2,1
15,16,1604,2,1
15,14,1658,1,4
15,12,1658,2,1
9,17,816,2,4
15,16,1222,2,1
15,13,1222,2,1
9,16,816,2,4
9,17,924,2,1
9,13,924,1,1
9,17,924,2,5
9,13,987,2,1
9,15,987,1,1
9,16,1080,2,4
15,14,1376,1,1
15,15,1347,1,1
9,15,1114,1,1
9,12,1114,2,1
15,14,1606,2,1
15,17,1416,1,1
15,15,1411,2,1
15,13,1411,2,1
15,12,1416,2,1
15,17,1657,2,1
15,15,1657,1,1
9,17,923,1,1
9,14,717,2,1
9,17,1037,2,1
9,13,717,2,1
15,15,1484,1,1
9,13,717,2,1
9,14,717,1,1
9,13,923,1,1
15,17,1065,1,1
15,16,1404,2,1
15,14,1065,2,1
15,17,1484,1,1
15,16,1484,1,1
15,14,1484,1,1
15,15,1484,2,1
15,16,1484,2,1
9,17,987,1,1
9,17,721,2,1
9,17,798,1,1
9,13,798,2,1
9,17,798,2,1
15,16,1540,1,1
15,12,1540,1,1
15,16,1438,1,1
9,12,813,1,1
15,14,1438,2,1
9,12,813,2,1
15,13,1118,1,1
9,15,710,2,1
15,14,1118,2,1
15,12,1118,2,1
9,16,816,2,1
15,17,1118,2,1
15,15,1118,1,1
9,14,816,1,1
9,12,790,2,1
9,12,1023,2,1
9,14,1023,1,1
15,15,1555,2,1
15,13,1555,1,1
15,15,1555,2,1
9,15,784,2,1
9,13,784,2,1
9,14,784,1,1
9,12,784,2,1
9,16,768,2,1
9,15,768,1,7
9,13,768,1,1
9,15,784,1,1
9,13,784,2,1
9,12,784,2,1
9,16,950,2,7
9,15,727,2,1
15,15,1694,1,3
9,14,825,2,1
15,17,1221,1,1
15,13,1221,2,1
9,14,727,2,1
15,13,1694,1,1
15,12,1221,2,1
9,12,798,1,1
9,14,729,1,1
9,12,924,1,1
15,17,1416,2,4
15,12,1295,2,1
15,14,1376,1,1
15,13,1376,1,1
15,16,1347,1,1
15,17,1699,1,1
15,14,1221,1,1
15,12,1221,1,1
15,16,1604,2,1
9,14,814,1,1
15,14,877,1,1
15,17,877,2,1
9,13,814,1,1
9,17,810,2,1
15,17,1437,1,1
9,13,810,2,1
9,15,791,2,1
9,13,791,2,1
9,16,850,2,4
9,14,850,1,3
9,17,791,1,1
9,16,980,1,1
9,17,850,2,1
9,17,980,1,1
15,17,1229,1,1
9,12,870,2,1
15,15,1291,2,1
15,14,1735,1,1
9,13,791,2,1
15,14,1366,2,1
15,16,1137,2,1
15,15,1137,2,1
15,16,1803,1,1
15,14,1803,1,1
15,13,1803,2,1
15,16,1803,1,1
15,17,1127,2,4
15,16,1803,1,1
15,12,1803,2,1
15,14,1127,1,1
9,14,748,1,1
15,12,1902,1,1
15,13,1127,2,1
15,16,2088,2,3
15,15,1902,1,1
15,12,2088,1,1
9,16,748,1,1
9,14,748,2,1
15,16,1902,2,1
15,13,1127,1,1
9,13,991,1,1
15,17,1127,1,1
9,15,991,1,1
15,17,1847,1,1
15,13,1847,1,1
9,12,991,2,1
15,13,1847,1,1
15,16,1847,2,1
15,14,1847,1,1
15,14,4165,2,1
9,12,1065,2,1
15,13,1385,2,1
9,17,780,1,1
9,13,780,1,1
9,12,780,2,1
9,16,836,1,1
9,15,836,1,1
9,12,832,1,1
9,17,780,2,7
9,15,780,2,1
9,12,807,1,1
9,16,879,2,1
9,12,879,1,1
9,15,807,2,4
15,16,1422,1,1
15,15,1422,2,1
15,16,1478,1,1
15,14,1422,1,1
15,12,1422,2,1
15,16,1478,2,1
15,14,1137,2,3
15,12,1363,2,1
15,13,1363,2,1
9,12,823,1,1
15,15,1308,2,1
9,16,823,1,1
9,14,823,2,1
9,16,1013,2,3
9,16,882,1,1
9,16,1013,2,7
9,15,1013,1,3
15,14,1341,1,1
9,15,1013,2,1
9,13,1013,1,1
9,17,796,1,7
9,15,796,1,1
9,15,796,1,1
15,17,1947,1,4
15,13,1947,2,1
15,16,1947,1,1
15,12,2321,1,1
9,15,873,1,1
9,14,1529,2,1
9,13,1529,1,1
15,12,1315,2,1
15,13,966,2,1
15,17,966,2,1
15,13,966,1,1
15,15,1308,2,1
15,14,1308,1,1
15,15,1476,2,1
15,13,1476,1,1
15,16,1476,2,1
9,15,801,1,3
15,17,1476,2,3
15,15,1476,1,1
9,17,801,2,1
9,15,722,2,1
9,17,801,1,1
9,17,772,2,1
9,14,772,2,1
9,13,772,2,1
9,15,895,2,1
9,14,895,2,1
9,15,763,2,1
9,13,763,1,1
9,12,763,2,1
9,17,763,1,1
9,15,763,2,1
9,16,895,2,1
9,16,763,1,1
9,13,763,1,1
9,17,795,2,1
9,16,905,2,3
9,12,905,2,1
9,13,795,1,1
15,12,1025,1,1
15,17,1025,1,1
15,13,1025,1,1
9,15,898,1,1
9,16,982,1,1
9,15,982,1,1
9,13,898,2,1
15,15,1210,2,1
15,14,1210,2,1
15,16,1947,2,1
9,12,1234,2,1
9,13,1013,1,1
9,14,783,1,1
15,12,2535,2,1
15,17,1383,1,1
9,17,694,2,1
9,16,843,1,1
15,14,1383,2,1
9,15,719,1,1
15,15,1190,2,1
9,17,889,1,2
9,14,719,1,1
9,12,889,2,1
9,14,719,1,1
15,17,1190,2,1
15,15,1190,2,1
15,14,1190,1,1
15,13,1190,1,1
9,16,889,1,1
15,12,1470,1,1
9,15,934,1,1
9,13,799,2,1
9,16,924,2,3
9,15,829,2,1
9,16,799,1,1
9,13,924,2,1
9,14,1176,2,1
15,12,1138,1,1
9,16,924,1,1
9,14,618,1,1
9,16,799,1,1
15,14,1353,2,7
9,12,829,2,1
15,15,1353,1,1
15,17,1317,1,1
15,17,1317,2,1
15,12,1353,2,1
9,12,727,2,1
15,16,1353,1,1
15,14,1317,1,1
9,16,967,1,1
9,14,727,2,1
9,16,845,1,1
15,16,1246,1,1
9,14,828,1,1
15,14,1107,1,5
15,16,1107,2,5
15,15,1107,2,1
15,17,1513,1,7
15,13,1513,2,1
9,17,1147,1,1
15,12,1513,2,1
15,15,1107,2,3
15,12,1107,2,1
15,13,1804,1,1
9,12,1018,1,1
15,13,1513,2,1
15,15,1513,2,4
15,13,1804,1,1
9,13,1018,2,1
15,15,1513,2,1
9,13,848,2,1
9,12,848,1,1
9,17,1057,1,1
9,12,1683,1,1
9,15,1683,1,3
9,13,1683,1,1
9,16,1018,1,3
9,17,1057,2,1
9,16,848,1,1
15,12,2633,1,1
15,17,1557,2,5
15,15,1557,1,1
15,13,1557,2,1
15,15,1292,1,1
15,12,1557,2,1
15,13,1292,2,1
9,13,784,1,1
15,15,1557,2,3
15,16,2633,1,1
15,12,2633,2,1
9,16,1078,1,1
9,13,1078,2,1
15,14,1236,2,1
15,17,1560,1,1
15,16,1560,2,1
15,15,1560,1,1
15,16,1236,1,1
15,16,1525,2,1
15,16,1560,1,1
15,15,1560,2,1
15,13,1560,2,1
15,17,1621,1,4
15,16,1621,1,4
15,13,1621,1,1
15,13,1138,2,1
9,15,793,2,1
15,17,1381,2,1
15,15,1381,1,1
9,15,1159,2,1
9,16,1018,2,1
9,15,817,2,1
9,14,817,1,1
9,13,764,2,1
9,15,814,1,2
9,13,765,2,1
9,16,765,1,1
9,17,765,2,1
9,14,765,1,1
9,17,1132,2,1
9,17,1132,2,3
9,15,1132,1,1
9,17,884,1,1
9,13,3112,1,1
9,16,3112,2,1
9,12,3112,2,1
15,15,1810,2,1
15,13,1703,1,1
9,15,1123,1,1
15,14,1703,2,1
15,13,1703,2,1
15,12,1703,2,1
15,16,1320,2,1
15,15,1320,1,1
15,14,1165,2,1
15,16,1165,1,1
15,12,1165,2,1
9,16,1045,1,1
9,12,1045,2,1
15,12,1165,2,1
9,15,1045,2,1
9,16,824,1,1
9,13,1045,1,1
9,15,1045,2,1
9,16,824,2,3
9,15,824,2,1
9,14,824,1,1
9,13,827,2,1
9,17,827,1,1
15,16,1812,2,1
9,16,827,2,1
15,12,1812,1,1
9,14,827,2,1
9,17,827,2,3
15,12,1812,1,1
9,16,867,1,1
9,12,867,1,1
9,17,867,1,1
9,12,867,2,1
9,16,779,2,1
9,15,779,1,1
9,14,1099,1,1
9,12,791,1,1
9,16,791,1,1
9,13,828,1,1
9,13,828,1,1
9,13,1252,1,1
9,17,1114,2,1
9,12,1114,1,1
9,14,796,2,1
9,12,1114,2,1
9,16,1114,1,3
9,13,1114,1,1
9,15,1114,2,1
15,15,2062,2,5
9,15,806,2,1
9,14,806,1,1
9,17,806,1,3
9,15,806,2,1
9,15,927,2,1
15,13,1317,2,1
9,16,677,1,1
9,17,1083,1,3
9,15,776,2,1
15,15,1317,1,1
9,14,816,2,6
9,12,1037,1,1
9,15,776,2,1
9,12,776,1,1
9,13,776,2,1
9,16,1083,1,4
9,17,1083,1,4
9,15,799,1,1
9,14,799,1,1
9,16,776,2,1
9,17,1037,2,1
9,16,799,2,1
9,16,782,1,1
9,12,850,2,1
15,16,1122,1,1
9,14,995,1,1
15,15,1379,1,1
15,14,1379,2,1
15,12,1379,2,1
9,15,811,1,1
9,15,811,1,1
9,17,716,2,1
15,12,1343,1,1
9,17,644,2,1
9,17,716,2,3
9,13,644,2,1
15,13,1343,1,1
9,16,811,1,1
15,16,1696,1,1
15,17,1696,1,1
15,15,1696,1,1
15,13,1696,1,1
15,13,1379,2,1
15,16,1411,1,1
15,15,1411,1,1
9,17,778,1,1
9,17,768,2,1
15,16,1703,1,1
15,13,1703,1,1
15,13,1703,1,1
15,12,1703,1,1
9,13,819,1,1
15,16,1382,1,1
15,13,1382,2,1
9,12,799,2,1
15,16,1382,1,1
15,16,1397,1,1
15,13,1397,2,1
9,15,886,2,1
9,13,804,2,1
9,12,804,2,1
9,15,804,1,1
9,13,804,1,1
9,12,804,1,1
15,17,1669,2,1
15,13,1669,2,1
9,14,742,1,1
9,15,742,2,1
15,16,1679,2,1
9,17,970,2,1
15,16,1381,1,1
9,16,970,2,1
15,17,1381,1,1
15,12,1397,2,1
9,17,760,1,3
9,15,804,2,1
9,12,1056,2,1
15,16,1021,2,1
9,16,1056,1,4
15,12,1021,2,1
15,15,1021,2,1
9,16,916,2,1
9,14,916,2,1
15,12,1021,2,1
9,13,851,1,1
9,14,851,2,1
9,16,851,1,1
9,17,916,1,1
9,16,916,1,3
9,16,774,1,1
9,13,774,1,1
15,12,1407,1,1
15,14,1297,1,1
15,13,1606,2,1
15,12,1606,2,1
15,15,1407,1,1
9,16,801,1,1
15,17,1297,2,1
15,16,1781,1,3
9,17,774,2,1
9,17,986,2,1
15,15,1297,1,1
9,14,986,2,1
15,12,1781,1,1
15,17,1254,2,4
15,13,1606,1,1
9,17,791,2,1
15,17,1254,2,1
9,14,791,1,1
9,12,1614,2,1
9,16,946,2,1
9,14,946,2,1
15,15,1254,1,1
15,15,1254,2,1
15,12,1462,2,1
15,13,1462,1,1
9,16,889,2,1
9,13,889,2,1
9,15,1614,1,1
9,14,1614,2,1
9,12,889,1,1
15,16,1462,2,1
9,16,833,2,1
9,14,833,1,1
9,12,1030,2,1
9,17,1030,1,1
9,15,1030,1,1
9,14,649,2,1
9,14,649,2,1
9,13,649,2,1
9,12,649,2,1
15,17,1787,1,4
15,15,1787,2,1
15,12,1787,2,1
15,16,1787,2,1
15,15,1787,1,3
9,16,850,2,1
9,16,850,1,3
9,12,804,1,1
9,12,904,2,1
15,16,1397,1,1
9,13,1056,1,1
9,16,904,2,1
9,14,904,1,1
9,13,904,1,1
9,15,995,1,1
9,15,995,2,6
10,13,57,1,1
10,14,69,1,1
10,14,70,1,1
10,14,81,1,1
10,13,81,1,1
10,15,70,1,3
10,14,95,1,1
10,13,70,2,1
10,13,62,1,1
10,17,62,2,4
10,16,62,2,1
10,15,62,2,1
10,17,59,1,1
10,14,62,1,1
10,14,59,1,1
10,17,69,1,6
10,14,69,1,3
10,14,69,2,3
10,13,86,2,1
10,15,67,2,1
10,13,86,1,1
10,14,59,2,1
10,14,59,2,5
10,16,69,2,3
10,15,69,2,1
10,16,63,1,3
10,14,63,2,1
10,13,63,2,1
10,15,66,2,4
10,17,63,2,1
10,17,62,1,4
10,17,62,2,4
10,15,63,2,3
10,16,62,2,1
10,14,62,2,1
10,14,62,1,3
10,17,69,1,4
10,12,62,2,3
10,13,69,2,1
10,14,66,2,1
10,16,85,1,3
10,14,53,1,1
10,15,53,2,1
10,12,53,2,1
10,13,65,1,1
10,16,62,1,3
10,13,62,2,1
10,17,62,2,4
10,15,80,1,1
10,12,80,2,1
10,17,75,1,3
10,14,75,2,1
10,13,75,1,1
10,12,75,2,1
10,17,57,2,1
10,13,67,2,1
10,12,67,1,1
10,16,61,2,3
10,14,61,1,1
10,14,61,2,1
10,13,54,1,1
10,14,54,2,1
10,13,65,2,1
10,15,116,2,1
10,15,65,1,1
10,15,69,1,1
10,12,106,2,1
10,15,106,2,1
10,15,69,1,1
10,14,106,2,1
10,12,106,2,1
10,16,54,1,1
10,17,60,2,5
10,15,60,1,1
10,12,60,2,1
10,12,60,1,1
10,12,59,1,1
10,16,59,1,1
10,14,59,2,1
10,15,60,1,1
10,12,64,1,1
10,12,75,1,1
10,15,60,1,4
10,16,59,2,1
10,12,69,1,1
10,14,58,2,1
10,12,86,1,1
10,17,58,2,1
10,13,58,2,1
10,17,86,1,1
